h3_cell,count,total_risk,mean_risk,max_risk,dominant_type,dominant_vehicle,dominant_station,peak_hour_ist,pct_junction,n_validated,lat_centroid,lon_centroid,density_score,risk_tier,smoothed_risk,violations_per_day,cii_raw,cii,cii_tier
8861892ecdfffff,21,126,6.0,9,NO PARKING,CAR,Banaswadi,7,0.0,17,12.978263499684852,77.6578196537938,0.2,LOW,647.1,0.14788732394366197,16.198027333138295,33.3,MODERATE
8861892ed1fffff,135,805,5.962962962962963,15,NO PARKING,CAR,Halasur,4,0.0148148148148148,128,12.970885288952775,77.6281893916558,1.6,LOW,1248.9,0.9507042253521126,19.204636014791905,39.5,MODERATE
8861892ed3fffff,659,3947,5.98937784522003,25,NO PARKING,CAR,Halasur,4,0.0121396054628224,627,12.97091500621219,77.61976181361369,8.0,LOW,1941.4,4.640845070422535,21.81885474489204,44.8,MODERATE
8861892ed5fffff,164,1254,7.646341463414634,25,PARKING IN A MAIN ROAD,SCOOTER,Halasur,5,0.0,138,12.978353657521334,77.63253030668535,2.5,LOW,866.9,1.1549295774647887,18.475998030595093,38.0,MODERATE
8861892ed7fffff,231,1503,6.5064935064935066,15,NO PARKING,CAR,Halasur,4,0.0,210,12.978383161730882,77.62410211436558,3.0,LOW,1611.4,1.6267605633802817,20.46398412053112,42.0,MODERATE
8861892ed9fffff,40,221,5.525,9,NO PARKING,CAR,Halasur,4,1.0,40,12.963386921362437,77.63227665750212,0.4,LOW,681.3,0.28169014084507044,16.35828436494337,33.6,MODERATE
8861892edbfffff,1,9,9.0,9,WRONG PARKING,TEMPO,Halasur,10,1.0,1,12.963417125650697,77.6238488983792,0.0,LOW,751.9,0.007042253521126761,17.964834705562755,36.9,MODERATE
8861892eddfffff,169,1003,5.93491124260355,20,NO PARKING,CAR,Jeevanbheemanagar,11,0.0,164,12.970855297706493,77.6366177649823,2.0,LOW,1736.4,1.1901408450704225,20.26841846118235,41.6,MODERATE
8861892ee5fffff,26,132,5.076923076923077,15,NO PARKING,SCOOTER,Banaswadi,5,0.0,26,13.0082002485776,77.65832962865112,0.3,LOW,58.7,0.18309859154929578,6.525373652552154,13.4,LOW
8861892ee7fffff,2,6,3.0,3,NO PARKING,MOTOR CYCLE,Banaswadi,4,0.0,2,13.0082291769594,77.64989818456539,0.0,LOW,36.4,0.014084507042253521,3.9356041292263972,8.1,LOW
8861892ee9fffff,188,1081,5.75,25,NO PARKING,CAR,Banaswadi,8,0.0,178,12.99323202828644,77.65807462847543,2.2,LOW,1211.6,1.323943661971831,19.150052242236804,39.3,MODERATE
8861892eebfffff,143,1052,7.356643356643357,10,PARKING IN A MAIN ROAD,CAR,Banaswadi,7,0.0,123,12.993261655899635,77.64964361788373,2.1,LOW,326.0,1.0070422535211268,14.087314006677072,28.9,MODERATE
8861892eedfffff,58,207,3.5689655172413794,15,NO PARKING,SCOOTER,Banaswadi,4,0.0,58,13.000701435072845,77.66241803701114,0.4,LOW,1265.9,0.4084507042253521,18.119156399565924,37.2,MODERATE
8861892f43fffff,2,6,3.0,3,NO PARKING,MOTOR CYCLE,K.R. Pura,2,0.0,2,13.030403898315315,77.73041703879242,0.0,LOW,65.0,0.014084507042253521,5.8940611025201655,12.1,LOW
8861892f47fffff,57,281,4.9298245614035086,15,NO PARKING,MOTOR CYCLE,K.R. Pura,2,0.0,57,13.037875583961377,77.73476623806323,0.6,LOW,41.0,0.4014084507042254,5.3372409793238065,11.0,LOW
8861892f4dfffff,1,15,15.0,15,H T V PROHIBITED,HGV,Mahadevapura,10,0.0,1,13.030342626975042,77.74729709830562,0.0,LOW,2.1,0.007042253521126761,6.136348058678481,12.6,LOW
8861892f51fffff,21,154,7.333333333333333,15,NO PARKING,CAR,K.R. Pura,3,0.0,20,13.022962846086324,77.71763003354415,0.3,LOW,55.0,0.14788732394366197,7.220974909795071,14.8,LOW
8861892f53fffff,8,51,6.375,9,NO PARKING,CAR,K.R. Pura,2,0.0,8,13.022993002829036,77.7091925987318,0.1,LOW,49.1,0.056338028169014086,6.311407614828436,13.0,LOW
8861892f55fffff,23,168,7.304347826086956,15,NO PARKING,CAR,K.R. Pura,11,0.0,21,13.030434120087463,77.72197819769143,0.3,LOW,46.9,0.1619718309859155,6.666053085381078,13.7,LOW
8861892f5bfffff,1,12,12.0,12,WRONG PARKING,LGV,K.R. Pura,2,0.0,1,13.015491773626431,77.71328229110745,0.0,LOW,55.1,0.007042253521126761,9.090650729301627,18.7,LOW
8861892f61fffff,2,40,20.0,20,PARKING IN A MAIN ROAD,LORRY/GOODS VEHICLE,K.R. Pura,4,0.0,2,13.05281955677236,77.74346590176135,0.1,LOW,114.1,0.014084507042253521,14.786049233083965,30.4,MODERATE
8861892f67fffff,4,78,19.5,25,PARKING IN A MAIN ROAD,HGV,K.R. Pura,3,0.0,2,13.060321223981866,77.73937507161098,0.2,LOW,16.9,0.028169014084507043,9.057558406820746,18.6,LOW
8861892f69fffff,89,681,7.651685393258427,25,NO PARKING,CAR,K.R. Pura,11,0.0,81,13.045317393032494,77.74755671927215,1.4,LOW,103.0,0.6267605633802817,9.513158798085751,19.5,LOW
88618934a5fffff,6,40,6.666666666666667,10,NO PARKING,CAR,Electronic City,3,0.0,6,12.813395734493456,77.69715757437902,0.1,LOW,77.0,0.04225352112676056,7.728078460874048,15.9,LOW
88618934a7fffff,5,21,4.2,6,WRONG PARKING,CAR,Electronic City,2,0.0,5,12.813435114955556,77.68872779643901,0.0,LOW,118.6,0.035211267605633804,8.652541480336023,17.8,LOW
88618934adfffff,19,161,8.473684210526315,10,PARKING IN A MAIN ROAD,CAR,Electronic City,5,0.0,19,12.805888020747217,77.70124423163179,0.3,LOW,28.7,0.13380281690140844,5.609166917796015,11.5,LOW
886189359bfffff,63,317,5.031746031746032,20,WRONG PARKING,SCOOTER,Electronic City,2,0.0,52,12.82090296004377,77.69307090498374,0.6,LOW,118.6,0.44366197183098594,9.148620174724575,18.8,LOW
88618935b5fffff,2,12,6.0,6,WRONG PARKING,CAR,Electronic City,9,0.0,2,12.858283157993952,77.7063601030987,0.0,LOW,1.7,0.014084507042253521,2.494654574330255,5.1,LOW
